ID,L_Name,F_Name,Class,Major 1,Major 2,Minor 1,Advisor
12843811,McCollum,Graham,01,EXP,,,Nordmann
13554810,Inuzuka,Jayla,01,EXP,,,Nordmann
17258815,Kempf,Meagan,02,EXP,,,Umbarger-Mackey
15316810,Christiansen,Marquis,01,EXP,,,Christensen
13632793,Goldsmith,James,02,KIN,,,Chandler
16667810,Tatum,Ashley,01,EXP,,,Rodriguez Moreno
16747810,Auen,Chance,01,EXP,,,St. Clair
BIO  145  01
18719810,Jones,Karen,01,EXP,,,Chaplin
10071811,Seymour,Madalyn,01,EXP,,,Kelley
10511811,Duron,Kaitlyn,01,EXP,,,Rydze
17818814,Sosa,Xavier,01,EXP,,,Nesmith
BIO  145  02
18258807,Hines,Jaylon,01,EXP,,,Affatigato
19179807,Verchimak,Nils,01,EXP,,,Christensen
19539807,Griswold,Jill,01,EXP,,,Nesmith
11351808,Hesley,Chris,01,EXP,,,Chen
11751808,Decker,Clayten,01,EXP,,,Brown
12232808,Krob,Vanessa,01,EXP,,,Carr
13923808,McLean,Adam,01,EXP,,,Brown
14114808,Nguyen,AJ,01,EXP,,,Perry
16626808,Houtz,Camden,01,EXP,,,Chaplin
17037808,Morganti,Rami,01,EXP,,,Perry
14174805,Kruse,Joey,01,,,,Cozine
17667808,Kolpin,Melanie,01,EXP,,,Johnson
15586815,Niemeyer,Amirah,01,EXP,,,St. Clair
19169808,Hensley,Andrea,01,EXP,,,Carr
19869808,Elliott,Nico,01,EXP,,,Rodriguez Moreno
12383814,McCrary,Ellinor,01,EXP,,,Affatigato
13093809,Neppl,Micah,01,EXP,,,Rodriguez Moreno
13713809,Barnes,Caelan,02,EXP,,,Brown
15336811,Goldsmith,Jay,01,EXP,,,Herron
14205811,Baney,Andrew,01,EXP,,,Libby
14624809,Schnurr,Gracie,01,EXP,,,Nordmann
17267809,Hawbaker,Luke,01,EXP,,,Farrell
17367809,Fedrick,Joseph,01,EXP,,,Perry
17567809,Shipman,Moet,01,EXP,,,Affatigato
17767809,Niemeyer,Lauren,01,EXP,,,Rydze
17006794,Petrovic,Ryan,03,EVS,BIO,MUS,Ellis
18718809,Scott,Cael,01,EXP,,,Brown
18918809,Austin,Allie,01,EXP,,,Hausknecht
15926813,South,Trevor,01,EXP,,,Carr
12263813,Zheng,Katie,01,EXP,,,Westberg
16977810,Rausch,Hailee,01,EXP,,,Westberg
13554815,Thurow,Xavier,02,BSN,,,Bursch
18339814,Pohren,Robert,01,EXP,,,Kelley
17777803,Cobb,Jacob,02,CHM,NEU,,Bragatto
17327805,Martinez-Jimenez,Skye,01,EXP,,,Cozine
14374802,Nunez,Hailey,03,KIN,PSY,HSS,LeMay-Lewis
12693814,McLean,Christian,01,EXP,,,Nesmith
BIO  145  02
15246815,Hernandez,Amanda,02,EXP,,,Leonardo
17488810,Patton,Jp,01,EXP,,,Chaplin
17728810,Powers,Isabelle,01,EXP,,,Cross
17968810,Watkins,Aaminah,01,EXP,,,Hausknecht
12903811,Mills,John,01,EXP,,,Libby
12753812,Whaley,Madison,01,EXP,,,Carr
14555811,Kinsler,Thanh,01,EXP,,,Cross
13004815,Plesha,Kellie,01,EXP,,,Rydze
BIO  145  03
18048807,Groat,Lucas,01,EXP,,,Rydze
12583811,Krob,James,01,EXP,,,Nesmith
12623811,Nido,Patrick,01,EXP,,,Westberg
11091808,Kolpin,Luis,01,EXP,,,Westberg
18279811,Leotte da Silva,Skyler,01,EXP,,,Christensen
14345815,Singleton,Luis,02,EXP,,,St. Clair
15446813,Moran,Shae,01,EXP,,,Carr
14524808,Granderson,Crystal,01,EXP,,,Herron
14844808,Hasselbacher,Madalynn,01,EXP,,,Christensen
12542803,Cook,Peculiar,02,EXP,,,Atwater
12663811,Weber,Rosella,01,EXP,,,Miller
15455808,Alzuwaini,Josh,01,EXP,,,Rydze
10800806,Griffin,Alex,02,EXP,,,Barnett
11242812,Esposito,Emma,01,EXP,,,Libby
19259808,Marshall,Sage,01,EXP,,,St. Clair
10020809,Lister,Daniela,01,EXP,,,Johnson
11281805,Noor,Luke,01,EXP,,,Atwater
12182809,Brockmeyer,Isabelle,01,EXP,,,Nesmith
13223809,Verchimak,Jazmin,01,EXP,,,Miller
13413809,Rajkarnikar,Brady,01,EXP,,,Perry
13553809,Kunkel,Johncarlos,01,EXP,,,Wolgast
16987812,Mills,Kenidi,01,EXP,,,Christensen
10631813,Booker,Simon,01,EXP,,,Chen
16977813,Starry,Ella,01,EXP,,,Christensen
16736809,Walker,Jonathan,01,EXP,,,Herron
14555815,Wood,Claire,01,EXP,,,Kelley
18288803,Madigan,Kalynn,01,EXP,,,Recker
17327809,Welna,Dominic,01,EXP,,,Herron
17977809,Atz,Chance,01,EXP,,,Libby
11492812,Clay,Alex,01,EXP,,,Westberg
18108809,Kendle,Will,01,EXP,,,Atwater
18578809,Eckardt,Kiersten,01,EXP,,,Cross
19339809,Partain,Victoria,01,EXP,,,Nordmann
19369809,Kurimski,Myah,01,EXP,,,Atwater
14874807,Leon-Flores,Murphy,01,EXP,,,Chaplin
16033779,Kintopf,Sabian,04,BIO,,CHM,Ellis
12933810,Manternach,Allison,01,EXP,,,Libby
BIO  145  03
14145810,Mayes,Lirio,01,EXP,,,Atwater
14155810,Miller,Michaela,01,EXP,,,Affatigato
11582815,Leon-Flores,Dylan,01,EXP,,,Rodriguez Moreno
11602815,Langley,Kei'Yona,02,NEU,BIO,,Baker
16947810,Philpott,Ali,01,EXP,,,Chihak
17778810,Wever,Jack,01,EXP,,,Kelley
15626812,Mahlberg,Abby,01,EXP,,,Carr
19020814,Hangartner,Trisan,01,EXP,,,Christensen
19320810,Darling,Samantha,01,EXP,,,Lanegran
12159771,Richmond,Kayla,03,BIO,,,Storer
12483812,Wendt,Monét,01,EXP,,,Carr
10931811,Finch,Elijah,01,EXP,,,Lanegran
BIO  145L 02   W
12882804,Ratcliff,Avalynn,02,EXP,,,Christensen
BIO  145L 06   W
14104807,Slagle,Kaalyn,02,EXP,,,Chihak
BIO  202  01
16245799,Baker,Max,02,EXP,,,Brown
16615799,Yuma,Paul,02,EXP,,,Leonardo
18427799,Delgado,Chase,02,BIO,SCJ,,Sanchini
16785790,Decker,Ashley,03,BIO,CHM,,St. Clair
17736790,Frana,Sean,02,BIO,ENV,,Ellis
18527790,Urbatsch,Noah,02,BCH,,,Singleton
13813800,Arduser,Maximo,02,BIO,MOL,HSS,Storer
14082785,Chuong,Kevin,04,BIO,NEU,SPA,Cozine
17067800,Hickey,Alex,02,EXP,,,Christensen
17107800,Ropa,Adam,02,BIO,ENV,,Barnett
18617791,Bowles,Blake,03,BIO,ENV,,St. Clair
14533792,Hansen,Grace,03,BIO,,,Leonardo
13292795,Bryant,Leo,03,BIO,NEU,HSS,Christensen
19497783,Lloyd,Avery,04,BIO,,CHM,Cozine
12912802,Valdivia Araya,Stone,02,EXP,,,Bragatto
19787782,Starmann,Coeburn,04,BIO,NEU,CHM,Storer
14644807,Abdi,Majad,04,BIO,NEU,,Storer
BIO  205  01
10220804,Selfridge,Bryn,03,EXP,,,Baker
18907799,Hilderbrand,Breanna,02,BIO,ECO,,Leonardo
19478799,Akahrir,Alexa,02,PSY,SCJ,SOC,Kelly
17747804,Justice,Reagan,02,EXP,,,Leonardo
16117815,Schipper,Skyler,02,EXP,,,Storer
19238790,Staley,Emily,03,BIO,,,Christensen
13413800,Schroeder,Daphne,02,BIO,SPA,CHM,Stead
13933800,Corrigan,Nolan,02,BIO,NEU,CHM,Cozine
16496800,Marcellus,Taylor,02,BIO,SCJ,,Cozine
16676800,Sharma,Jackson,02,EXP,,,Kelly
14543794,Franzen,Nia,02,BIO,SCJ,,Sanchini
12592806,Rieser,Cornie,02,MOL,,,Leonardo
19749800,Batey,Grant,02,BIO,,HSS,Storer
19249804,Klahn,Anja,02,BIO,NEU,CHM,Cozine
17077805,Noisette,Alexa,02,EXP,,,Leonardo
17947804,Martin,Toby,02,BIO,NEU,HSS,Storer
10529792,Pazour,Grant,03,EXP,,,Singleton
14574801,Zeonweh,Gad,02,EXP,,,Atwater
16056801,Drahozal,Sarah,02,EXP,,,Leonardo
17937806,Duran-Montero,Will,02,EXP,,,Stead
18718801,Goode,Graham,02,BIO,ENV,SPA,Stead
18878801,Cobb,Emily,02,BIO,PSY,FRE,Christensen
18247794,Bass,Lucas,03,BIO,,,Storer
14955815,Baldwin,Eilish,02,EXP,,,Leonardo
14774804,Wei,Toobejay,02,EXP,,,Nguyen
15555802,Moody,Trystin,02,BIO,ENV,,St. Clair
16256802,Collins,Jaxon,02,EXP,,,Ellis
10070806,Jones,Lizandra,02,EXP,,,Stead
14624805,Arrigoni,Maya,02,BIO,,,Storer
19739802,Mahler,Tory,02,EXP,,,Leonardo
10170804,Meehan,Slade,02,EXP,,,Chaimov
BIO  205  01
16454784,Urbatsch,Sarah,03,BIO,,ANT,Cozine
BIO  205L 02   W
19998793,Mahler,Taryn,03,EXP,,,Ellis
BIO  205L 03   W
13893806,Pazour,Julie,02,BSN,,,Siems
17476799,La Ronge,Camille,02,BSN,,,Umbarger-Mackey
15024790,Gray,Lolo,03,PSY,NEU,,Chihak
11301803,Rockwell,Shaylee,02,EXP,,,Umbarger-Mackey
13171781,Kelsey,Lauren,04,PSY,NEU,CHM,Kelly
13493800,Voltaire,Karen,02,EXP,,,Tobin
14294800,Sandfort,Joey,02,EXP,,,Hughes
18728803,Brockmeyer,Adam,02,EXP,,,Libby
16936804,Schultz,Eva,02,EXP,,,Atwater
11689781,Hernandez,Enrique,04,BIO,PSY,,Baker
14323794,Sayers,Jenna,03,EXP,,,Atwater
18658800,Hardman,Cole,02,KIN,,,Atwater
18788803,Thao,Jp,02,BSN,,,Siems
11681801,Barnes,Myrna,03,KIN,,,Barnett
12012801,Kerns,Shelby,02,EXP,,,Brown
15815803,Dahl,Samuel,02,EXP,,,Libby
17617803,White,Kelly,02,EXP,,,Bursch
18288805,Clinton,Trevor,02,BSN,,,Bursch
11851803,Canney,Ben,02,EXP,,,Johnson
14694801,Mahler,Allesyn,02,EXP,,,Bursch
15905804,Kirk,Cassandra,02,BSN,,,Brown
15015801,Buckley,Kate,02,KIN,,HSS,Rydze
13202795,Karwowski,Olivia,03,ART,,,Thompson
18828801,Olson,Madison,02,BSN,,,Siems
10500804,Lampe,Philip,02,EXP,,,Brown
10340802,Koshikawa,Michaela,02,EXP,,,Siems
11031802,Campbell,Abdi,01,EXP,,,Stead
16266803,Wilson,Daniel,02,EXP,,,Chaimov
13933803,Tostado,Brady,01,EXP,,,Umbarger-Mackey
11961805,Brown,Aaron,01,EXP,,,Chaimov
11981805,Thomasson,Jackie,02,BSN,,,Siems
BIO  215L 03
11280799,Olney,Rebecca,03,MOL,,ANT,Sanchini
17996790,Ramos,John,04,BIO,,,Ellis
15063783,McLeod,Karen,04,BIO,NEU,CHM,Kelly
12750781,Porter,Kiily,04,BIO,,CHM,Christensen
14922787,Fitzgerrel,Taylor,04,EXP,,,Akgun
16714784,Kirk,Dawson,04,BIO,NEU,,Baker
17445786,Carter,Lauren,03,NEU,BIO,,Brown
BIO  321  01
12760780,Hall,LaMia,04,BIO,NEU,,Duru
11340794,An,Sophia,02,EXP,,,Kensky
14693790,Sutton,Noah,03,BIO,MOL,,Ellis
16765790,Symons,Madisyn,03,BIO,NEU,CHM,Cozine
19228790,Frost,Jordan,03,BIO,,,Leonardo
10739791,Aitchison,Cornie,03,BIO,,,Christensen
12861791,Grigsby,Patrick,03,BIO,NEU,HSS,St. Clair
19027783,Schott,Kayla,04,BIO,ENV,HSS,Singleton
12440782,Washington-Castro,Jennifer,04,BIO,,CHM,Christensen
15704794,Ginsbach,Mya,03,BIO,,,Barnett
13800778,Carviou,Carlin,04,BIO,,,Storer
16645794,Cerka,Austin,03,BIO,MOL,SPA,Christensen
19168792,Baker,Piper,03,BIO,NEU,,Cozine
13951789,Sartain,Seth,04,BIO,MOL,CHM,Christensen
11470793,Jennings,Jelani,03,BIO,,HSS,Storer
11780793,Eastman,MyKeisha,03,BIO,NEU,CHM,Bragatto
18907794,Ridgway,Meagan,02,EXP,,,Storer
19168794,Kriegel,Cas,03,BIO,MOL,CHM,Christensen
13792793,Chaney-Pruitt,Kelly,03,BIO,PSY,,Cozine
11731807,Ragins,Trenton,03,EXP,,,Storer
14583793,Freeze,Keegan,04,BIO,NEU,SPA,Cozine
14893797,Patterson,Hunter,03,BIO,,,Storer
17045788,Brazell,Kyle,04,BIO,NEU,CHM,Kelly
15684793,Schlichting,Pramisha,03,BIO,NEU,SPA,Christensen
16875793,Duron,Julian,04,BIO,ENV,REL,Kensky
19788793,MacFarland,Kadie,03,BIO,,,St. Clair
BIO  325  01
19367781,Chieng,Jack,04,BIO,MOL,CHM,Christensen
15092776,Engel,Beau,04,TCS,,,Westberg
13472794,Robinson,Lauren,03,BCH,,,Stead
13012799,Peterson,Catherine,04,BCH,CHM,CS,Stead
16474788,Altman,Ayshah,04,BIO,NEU,,Storer
14992787,White,Savannah,04,BIO,,CHM,Christensen
19548794,Kilburg,Hunter,04,EXP,,,St. Clair
14813793,Ybarra,Cassie,03,MOL,BIO,,Leonardo
14062784,Lapray,Victoria,04,CHM,BCH,ANT,Singleton
19628793,Sandfort,Clayton,03,CHM,BCH,,St. Clair
BIO  345  01
12920782,Fox,Harry,04,BIO,,CHM,Duru
17515783,Martinek,Destini,04,BIO,NEU,FRE,Christensen
10988787,Blackmond,Josie,04,BIO,NEU,,Storer
12891795,Hernandez,Julian,03,EXP,,,Christensen
12850782,Goode,Natalie,04,BIO,NEU,CHM,Christensen
BIO  415  01
15363782,Tanghe,Katie,04,BIO,NEU,,Storer
18377790,Thatcher,Olivia,04,PHY,BIO,MTH,Affatigato
19617780,Klutts,Gloria,04,BIO,NEU,CHM,Cozine
19007780,Karwowski,Mollie,04,BIO,NEU,CHM,Storer
19737787,Newell,Will,04,BIO,,FRE,Cozine
19547782,Haufle,Jay,04,BIO,NEU,CHM,Cozine
13691782,Wyatt,Joshua,04,BIO,PSY,,Cozine
BUS  125  01
17647807,Krizizke,Haley,01,EXP,,,Chaimov
13484814,Eastman,Trisan,01,EXP,,,Affatigato
18877799,Gary,Tracy,01,EXP,,,Barnett
13783808,Nepple,Bree,01,EXP,,,Perry
13423803,Escalante,Cassie,01,EXP,,,Nguyen
13414813,Chaney-Pruitt,Logan,01,EXP,,,Brown
13512791,Reeves,Ryan,03,BUS,,,Atwater
14523794,Martinez,Jacob,03,SCJ,,PHL,McNabb
14535812,Schulte,Andy,01,EXP,,,Chihak
13813807,Welch,Sophie,01,EXP,,,Nguyen
10510805,Brockmeyer,Haley,02,EXP,,,Barnett
13233805,Palmer,Keegan,02,ACP,BUS,,Cross
17915788,Brockmeyer,Jason,04,ART,,ARH,Rogers
15284793,Jackson,Elli,03,EXP,,,Lensing
14192786,Carsrud,Josabeth,04,BUS,ACM,,Barnett
BUS  125  02
13861785,Whaley,Jacob,04,BUS,PR,,Kuennen
10240808,Button,Kelli,01,EXP,,,Nordmann
11330797,Cook,Kieran,04,ACP,BUS,,Melcher
17086797,Thomasson,Tyler,03,EXP,,,Atwater
13902791,Hatfield,Keena,03,ART,,,Perry
11502815,Swain,Lewis,01,EXP,,,St. Clair
17415785,Ryder,Avery,03,FRE,IEC,,Chaimov
14905815,Cota,Phoenix,08,EXP,,,Chaimov
10481815,Garcia,Diana,01,EXP,,,Cross
16694785,Griest,Shae,03,REL,,HIS,Kensky
13614813,Hiebert,Takamaru,01,EXP,,,Miller
15133782,Cook,Hailey,04,ACP,BUS,,Cross
12630782,Staker,Jasmine,04,KIN,,,Atwater
15945803,Weber,Jaren,01,EXP,,,Keenan
17037802,Hoppenjans,Lauren,02,ACP,BUS,,Perry
15343787,Jackson,Easton,04,ACP,BUS,,Nguyen
10688788,Ties,Kate,03,EXP,,,Melcher
16357815,Alzuwaini,Andrew,08,EXP,,,Nordmann
BUS  190  01   W
13653803,Powers,Savannah,02,ECO,POL,REL,Westberg
11621804,Schiesher,Meagan,02,BUS,COM,,Eichhorn
12752800,Tranel,Avery,02,EXP,,,Hughes
12512806,Velez,Addie,01,EXP,,,Westberg
12901798,Osterman,Majad,02,EXP,,,Westberg
15974791,Stitt,Jackie,03,BUS,,ANT,Carstens
12841796,Rios,Graham,02,SCJ,REL,,Kensky
13543804,Schiesher,Lyndsay,02,BUS,ACM,,Perry
19218797,Lister,Allison,02,EXP,,,Rydze
18707795,Dohms,Taylor,03,EXP,,,Chen
19279803,Anthony,Patrick,01,EXP,,,Bragatto
17937806,Duran-Montero,Will,02,EXP,,,Stead
16975792,Casey,Jordan,03,ECO,BUS,,Carstens
14475810,Mouring,Jarad,01,EXP,,,Hausknecht
17526796,Welna,Thomas,02,EXP,,,Chaimov
12251797,Green,Jessica,03,EXP,,,Rydze
12612807,Glandt,Gable,02,EXP,,,Hoover
BUS  190  02   W
11291803,Lawson,Gavin,02,EXP,,,Rydze
10450800,Mcluen,Cassandra,01,ACP,,,Perry
11551803,Peterson,Matt,02,EXP,,,Baranowski
13503804,Cota,Jasmine,02,EXP,,,Leonardo
14915815,Kaczmarek,Noah,08,EXP,,,Chaimov
18508809,Zambrano,Isaac,01,EXP,,,Chaplin
11181804,Cain,Meghan,01,EXP,,,Kensky
17667801,Kim,Breeana,02,EXP,,,Perry
18525776,Starmann,Ella,04,KIN,,,Atwater
13653806,Russell,Jake,02,EXP,,,Nguyen
13593802,Reilly,Thomas,02,EXP,,,Chen
13803802,Henderson,Pearson,02,EXP,,,Atwater
14624803,Robertson,Avery,02,EXP,,,Chen
10900804,Brazell,Garima,01,EXP,,,Recker
10660804,Hower,Hailey,02,BUS,,,Baranowski
15195804,Ausenhus,Jelica,02,EXP,,,Baranowski
10060803,Webb,Alexandra,01,EXP,,,Stead
BUS  190  03   W
12803815,Collins,Izabel,01,EXP,,,Atwater
18058807,Hernandez,Harry,01,EXP,,,Atwater
16865790,Floyd,Nils,01,EXP,,,Cross
12339771,Frost,Katherine,,EXP,,,Eichhorn
12992806,Bah,Kole,01,EXP,,,Herron
19019800,Klein,Alex,02,EXP,,,Carstens
10550809,Feldman,John,01,EXP,,,Rodriguez Moreno
17047805,Norris,Suzanna,02,ELM,KIN,SEC,Cross
14875815,Sosa,Dylan,01,EXP,,,Chaimov
14184804,Gard,Shea,02,EXP,,,Cross
19828795,Mittelmark,Jordan,02,ENV,ECO,,Eichhorn
16877812,Guthrie,Madelyn,01,EXP,,,Rodriguez Moreno
16306804,Oware,Ella,02,EXP,,,Baranowski
16557815,Arens,Garrison,02,EXP,,,Kuennen
11182814,Boettger,Cassidy,01,EXP,,,Chihak
13004814,Tidman,Lilly,01,EXP,,,Atwater
BUS  250  01
16565790,Newton,Keegan,03,EXP,,,Eichhorn
19838799,MacFarland,Lauren,02,ACP,ACM,ECO,Perry
13623800,Ridenour,Emily,02,COM,PR,,Carr
12040787,Shapley,Drew,03,EXP,,,Westberg
17127800,Jones,Katie,02,EXP,,,Perry
17547800,Noe,Daniel,01,EXP,,,Bragatto
11351801,Mau,Harry,02,EXP,,,Baranowski
10459796,Wever,Isa,02,BUS,,POL,St. Clair
15654794,Costello,Valerie,02,EXP,,,Kensky
10040805,Osburn-Hassan,Michaela,01,BUS,,,Baranowski
16876806,Graham,Jacob,02,BUS,COM,,Lensing
17866792,Perkins,Cailyn,03,EXP,,,Barnett
11181807,Preheim,Zachary,03,EXP,,,Hughes
19158795,Empen,Bianca,03,BUS,,ECO,Rydze
19618796,Carter,Cristina,03,BUS,,,Lensing
14104803,Lawrence,Alli,02,BUS,ECO,,Cross
19299802,Brown,Kayla,02,ACP,BUS,SPA,Melcher
17117803,Idohl,Daniel,02,EXP,,,Atwater
16344784,Trebon,Camille,04,BUS,,ECO,Nguyen
BUS  250  02
16635799,Washington,Katie,02,EXP,,,Leonardo
10390800,Shchekin,Christina,02,EXP,,,Baranowski
18168806,Klesert,Ella,04,BUS,,,Eichhorn
13143803,Doromal,Diana,02,BUS,ECO,,Westberg
12452800,Lona Garcia,Charles,02,EXP,,,Westberg
14453791,Hardman,Will,02,EXP,,,Perry
15974796,Panduro Orellana,Paul,04,BUS,,,Kuennen
19499800,Ahmed,Logan,03,EXP,,,Nguyen
10349798,Evans,Victoria,02,BUS,,,Barnett
15314792,Matchette,Cassandra,03,BUS,,ECO,Chaplin
16975796,Keppler,Jazmin,03,SCJ,BUS,,Recker
11328779,La Rosa,Kayla,04,ACM,BUS,,Kuennen
18307794,Eastman,Nijah,02,IBU,,,Bragatto
14853797,Fink,Gregory,02,BUS,,,Nguyen
13842793,He,Kalynn,03,EXP,,,Kuennen
11942813,Eggert,Julia,02,EXP,,,Carstens
BUS  315  01
13702790,Polk,Makenna,03,BUS,,SEC,Eichhorn
12760788,Chieng,Berrigan,03,BUS,PR,,Carstens
16155790,Ortega,Ethan,03,EXP,,,Chen
10699798,Findly,Gavin,03,BUS,,ART,Carstens
13562798,Buck,LaNyia,03,EXP,,,Eichhorn
11860795,Grech,Kyle,03,BUS,PSY,,Melcher
17445787,La Rosa,Madison,03,BUS,,,Kuennen
14983791,Sheldon,Nick,03,BUS,,,Rydze
11088777,Diaz,Shelby,04,MTH,BUS,,Chen
18937791,Salrin,Claire,03,EXP,,,Cross
11869788,Almarales,Bree,04,SCJ,BUS,,Barnett
18787794,Valley,Andrea,03,BUS,,,Atwater
18519810,Arens,Abigail,01,EXP,,,Westberg
17216793,Haynes,Jayden,03,BUS,ENG,ECO,Lensing
BUS  315  02
15074790,McCoy,Jordan,03,PSY,ORG,,Recker
17856790,Cruz,Tori,03,BUS,PR,,Carstens
18957790,Schipper,Wyatt,03,BUS,ACM,COM,Christensen
10119791,Hougen,Adam,03,IBU,SPA,ECO,Affatigato
18477795,DuFour,Sophie,03,EXP,,,Chen
19769806,Shackelford,Evan,03,IBU,,,Kuennen
11889788,Brunner,Patrick,03,PSY,BUS,,Brown
11899781,Mathis,Philip,04,HIS,,,Buckaloo
17596796,Linnear,Annabel,03,EXP,,,Chen
15356815,Tran,Will,02,EXP,,,Westberg
13711787,Grech,Alexander,03,ECO,,DS,Eichhorn
BUS  330  01   W
11680794,Hangartner,Carley,03,EXP,,,Eichhorn
17946795,Duron,Nils,03,BUS,,,Eichhorn
19137782,Pham,Claudia,04,PR,COM,GSS,Janca-Aji
17325784,Kepros Caballero,Grifen,04,ACM,BUS,ECO,Baranowski
18446787,Nguyen,Shae,04,BUS,ECO,,Eichhorn
17315784,Brokaw,Brady,04,BUS,,,Kuennen
10399792,Kotula,Breeana,03,BUS,,,Kuennen
12000788,Rashed,Aaron,04,ACP,BUS,,Nguyen
19327788,Chada,Ian,04,BUS,ECO,,Baranowski
15183789,Burkhart,Daion,04,BUS,COM,,Baranowski
18907795,Westercamp,Caelan,03,ACP,BUS,,Melcher
17436794,Herrman,Ra'niya,03,EXP,,,Eichhorn
13962795,Dickerson,Paige,04,ACM,BUS,,Melcher
15913788,Gresik,Mason,04,BUS,COM,FRE,Carr
13532793,O'Connell,Taylor,03,BUS,ECO,,Eichhorn
15463782,Burkhart,Amanda,04,BUS,,,Baranowski
19587787,Empen,Ben,03,BUS,,,Lensing
BUS  350  01
12771790,Finer,Kenzie,03,BUS,ECO,,Kensky
17936795,Chambers,Abigail,03,BUS,,ECO,Kuennen
18447795,Dylan,Claudia,03,BUS,,,Bragatto
14462783,Petzold,Calvin,03,BUS,,,Atwater
10718789,Hein-Harrison,Estela,04,ECO,BUS,,Baranowski
16054782,Fedrick,Xavier,04,ACM,BUS,ECO,Melcher
18207794,Kohl,Adolfo,02,EXP,,,Lensing
18257794,Shapley,Breana,03,BUS,,,Christensen
18516788,Sykes-Brooks,Noah,04,BUS,,,Eichhorn
10788785,Fagans,Brian,04,MTH,ECO,PHY,Baranowski
19268793,Auen,Noah,04,KIN,BUS,,Atwater
BUS  387  01
12701797,Weis,Jayden,03,EXP,,,Nguyen
19407787,Butali,Natalie,04,PSY,NEU,HSS,Baker
13832794,Mau,Shotaro,02,EXP,,,Chaimov
13210776,Abshire,Noah,04,BUS,KIN,,Westberg
11629788,Thoma,Graham,03,BUS,,,Kuennen
16244788,Guyton,Matthew,04,BUS,,,Nguyen
11090799,Boettger,Joely,03,BUS,,,Carstens
BUS  400  01
11399782,Koch,Will,04,BUS,,,Kuennen
13401782,Velez,Mikel,04,BUS,,,Eichhorn
19339805,Heath,Alexander,04,BUS,,,Kuennen
14732782,Rivera,Julia,04,BUS,POL,REL,Donofrio
16624786,Wilke,Jasmine,04,BUS,,ECO,Barnett
18437793,Malone,Shaylee,03,IBU,,FRE,Chen
BUS  454  01
15163782,Abu-Halawa,Collin,04,BUS,,ECO,Carstens
13092791,Hommowun,Allison,03,BUS,ACM,ECO,Perry
11009784,Baker,Melodie,04,ACP,,POL,Melcher
13721786,Almarales,Caitlin,04,MTH,CS,,Herron
16465797,Rivera,Jaiden,04,ACP,BUS,,Carstens
BUS  460  01   W
14002788,Russell,Natalie,04,BUS,ACM,,Melcher
17025782,Mahler,Annika,04,BUS,,,Kuennen
17205782,Boettger,Jill,04,KIN,PR,,Atwater
11679781,Squires,Danielle,04,ART,PR,,Goodson
14292782,Walker,Emily,04,BUS,PR,COM,Westberg
14732785,Ward,Mikel,04,BUS,PR,,Carstens
13291781,Marshall,Faith,03,COM,PR,,Chihak
17445788,Stallman,Natalie,04,BUS,,,Barnett
BUS  470  01   W
11259785,Hanson,McKenna,04,BUS,,ECO,Buckaloo
10168782,John,Alexa,04,BUS,,PHL,Donofrio
18837791,Nguyen,Alexander,03,EXP,,,Chen
13842796,Schloe,Donae,03,ACP,BUS,,Eichhorn
12241793,Pazour,Molly,02,ACP,BUS,,Chen
18916786,Mills,Isabella,04,BUS,,ECO,Atwater
BUS  494  01
11969784,Allen,Valerie,03,BUS,,SPA,Baranowski
12620788,Voss,Creighton,04,ECO,BUS,,Westberg
10318783,Frantz,Eilish,04,BUS,,,Baranowski
CFP  104  01
17677807,Kendle,Kaitlyn,01,EXP,,,Chihak
12841796,Rios,Graham,02,SCJ,REL,,Kensky
12312809,Doromal,Jonah,01,EXP,,,Westberg
10591810,Alejo,Precious,01,EXP,,,Chaimov
14405810,Heath,Ethan,01,EXP,,,Wolgast
17498811,Irvin,Alexandria,01,EXP,,,Kelley
15855805,Christiansen,Mackenzie,02,POL,IS,,Chaimov
CFP  104  02
12833813,Jang,Caelan,01,EXP,,,Carr
12502809,Kinsler,Christal,01,EXP,,,Westberg
12383814,McCrary,Ellinor,01,EXP,,,Affatigato
15793780,Villegas,Zachary,04,ECO,REL,,Westberg
12263813,Zheng,Katie,01,EXP,,,Westberg
16444788,Sutton,Damarcus,02,EXP,,,Kensky
13864810,Hanson,Linus,01,EXP,,,Chihak
CFP  301  01   W
13292790,Ihle,Aryn,03,ENG,,SPA,Sodeman
19869804,Daynuah,Megan,02,POL,SCJ,PHL,Lanegran
17127800,Jones,Katie,02,EXP,,,Perry
13523804,Finneman,Max,02,EXP,,,Barnett
14144801,Schultz,Ayesha,02,ECO,DS,,Westberg
17358812,Petrovic,Reagan,02,EXP,,,Westberg
10190803,Schiesher,Maxwell,02,ENG,,SEC,Hausknecht
CFP  401  01
13802790,Ahmed,Fernanda,03,PSY,ENG,GS,Kelly
10889791,Valdivia Araya,Katie,04,ECO,,MTH,Eichhorn
16685796,Varner,Cael,04,AAM,HIS,,McNabb
18377792,Akahrir,Gracie,04,ECO,MTH,,Westberg
18497792,Mahler,Caden,03,CRW,,THE,Ziskowski
CHM  103  01
16384785,Tassey,Cristina,04,ENG,CRW,SPA,Hausknecht
12623811,Nido,Patrick,01,EXP,,,Westberg
11091808,Kolpin,Luis,01,EXP,,,Westberg
15163782,Abu-Halawa,Collin,04,BUS,,ECO,Carstens
